ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
374425D,2023/02/09 10:25:00+00,511 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Thursday,10,0.0,0.0,1,25
384656D,2023/02/09 09:43:00+00,304 JEFFERSON ST E,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Third Notice,Thursday,9,43.046933387755104,-76.14851742857144,1,25
374426D,2023/02/09 11:17:00+00,401 MONTGOMERY ST,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Thursday,11,43.0466396,-76.1483142,1,25
375449D,2023/02/09 08:30:00+00,600 STATE ST S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Thursday,8,43.0415743,-76.1723785,1,25
394405D,2023/02/09 03:27:00+00,900 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,3,43.041035,-76.1324993,1,60
394406D,2023/02/09 03:30:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,3,43.04403,-76.132275,1,60
394407D,2023/02/09 03:32:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,3,43.04403,-76.132275,1,60
394409D,2023/02/09 03:38:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,3,43.04403,-76.132275,1,60
394410D,2023/02/09 03:42:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Thursday,3,43.04403,-76.132275,1,60
394408D,2023/02/09 03:35:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,3,43.04403,-76.132275,1,60
394411D,2023/02/09 03:43:00+00,700 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,3,43.04403,-76.132275,1,60
395194D,2023/02/09 10:41:00+00,800 LANCASTER AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Third Notice,Thursday,10,43.036473,-76.123268,1,25
395539D,2023/02/09 06:26:00+00,100 MARIPOSA ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.06188,-76.122292,1,60
395536D,2023/02/09 06:16:00+00,300 ROBINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.0580443,-76.1233942,1,60
395540D,2023/02/09 06:26:00+00,100 MARIPOSA ST,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Third Notice,Thursday,6,43.06188,-76.122292,1,60
408133D,2023/02/09 10:25:00+00,1600 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,10,43.055542,-76.121858,1,60
395544D,2023/02/09 08:24:00+00,200 WASHINGTON ST E,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Thursday,8,43.049466,-76.15058,1,60
395541D,2023/02/09 06:45:00+00,1300 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.0685943,-76.1430976,1,60
408403D,2023/02/08 11:37:00+00,200 SENECA DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,11,43.120354,-76.2945008,1,60
395542D,2023/02/09 06:48:00+00,1200 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,6,43.0665198,-76.1431918,1,60
408486D,2023/02/09 09:26:00+00,200 MCLENNAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,9,43.0283203,-76.1491258,1,60
408488D,2023/02/09 09:36:00+00,400 CRADDOCK ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Thursday,9,43.020379,-76.162764,1,25
408489D,2023/02/09 09:39:00+00,400 CRADDOCK ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Thursday,9,43.020379,-76.162764,1,25
408490D,2023/02/09 09:40:00+00,400 CRADDOCK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,9,43.020379,-76.162764,1,60
408491D,2023/02/09 09:42:00+00,200 CRADDOCK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,9,43.021964,-76.162775,1,60
408487D,2023/02/09 09:31:00+00,200 PARKWAY DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,9,43.0244913,-76.1628798,1,60
408493D,2023/02/09 09:48:00+00,100 COLUMBIA AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,9,43.0225449,-76.1683487,1,60
408495D,2023/02/09 09:56:00+00,200 HUBBELL AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Thursday,9,43.0314191,-76.1707901,1,25
408492D,2023/02/09 09:47:00+00,100 COLUMBIA AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,9,43.0225449,-76.1683487,1,60
408497D,2023/02/09 10:04:00+00,400 GRANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Thursday,10,43.031878,-76.177134,1,25
408404D,2023/02/08 12:14:00+00,100 CRESLINE DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,12,43.063983,-76.098973,1,60
408496D,2023/02/09 10:00:00+00,200 DUANE ST,LEFT WHEELS TO CURB/ALL CO15-301,Third Notice,Thursday,10,43.0315958,-76.1785509,1,25
408498D,2023/02/09 10:06:00+00,300 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,10,43.031944,-76.175533,1,60
408500D,2023/02/09 10:36:00+00,400 ELM ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,10,43.0555338,-76.1300838,1,60
408499D,2023/02/09 10:30:00+00,300 BEECH ST S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,10,43.0482439,-76.1278577,1,60
408502D,2023/02/09 12:00:00+00,200 none,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Thursday,12,0.0,0.0,1,60
408501D,2023/02/09 10:39:00+00,800 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Thursday,10,43.055205,-76.131371,1,60
408406D,2023/02/08 12:17:00+00,100 CRESLINE DR,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Wednesday,12,43.063983,-76.098973,1,25
408503D,2023/02/09 10:40:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Thursday,10,43.055433,-76.137463,1,25
408504D,2023/02/09 23:05:00+00,100 HERBERT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,23,43.066682,-76.149519,1,60
408405D,2023/02/08 12:16:00+00,100 CRESLINE DR,LEFT WHEELS TO CURB/ALL CO15-301,Third Notice,Wednesday,12,43.063983,-76.098973,1,25
408505D,2023/02/09 11:06:00+00,100 HERBERT ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Thursday,11,43.066682,-76.149519,1,25
395543D,2023/02/09 06:51:00+00,1200 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.0665198,-76.1431918,1,60
408407D,2023/02/08 12:20:00+00,400 PLYMOUTH DR,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,12,43.064184,-76.099302,1,25
395545D,2023/02/10 06:21:00+00,300 VANN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,6,43.056582,-76.116725,1,60
395546D,2023/02/10 06:25:00+00,200 ELDORADO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,6,43.063515,-76.119962,1,60
395548D,2023/02/10 06:41:00+00,600 HELEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,6,43.0695341,-76.1351115,1,60
395547D,2023/02/10 06:35:00+00,200 WHEATON RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,6,43.0695049,-76.1259808,1,60
395549D,2023/02/10 06:47:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,6,43.0624993,-76.1358131,1,60
395550D,2023/02/10 06:54:00+00,100 JASPER ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,Friday,6,43.06203,-76.141242,1,25
395552D,2023/02/10 06:54:00+00,100 JASPER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,6,43.06203,-76.141242,1,60
395551D,2023/02/10 07:14:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Friday,7,43.0484055,-76.1374615,1,60
395555D,2023/02/10 07:14:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,7,43.0484055,-76.1374615,1,60
395553D,2023/02/10 07:14:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,7,43.0484055,-76.1374615,1,60
395554D,2023/02/10 07:14:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,7,43.0484055,-76.1374615,1,60
395556D,2023/02/10 07:14:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,7,43.0484055,-76.1374615,1,25
408409D,2023/02/08 12:24:00+00,600 PLYMOUTH DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,12,43.061294,-76.098445,1,60
395557D,2023/02/10 07:14:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Void Approved,Friday,7,43.0484055,-76.1374615,1,0
408408D,2023/02/08 12:21:00+00,400  PLYMOUTH DR,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Wednesday,12,43.064184,-76.099302,1,25
408410D,2023/02/08 12:26:00+00,400 PLYMOUTH DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,12,43.064184,-76.099302,1,60
408411D,2023/02/08 12:29:00+00,1500 CALEB AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,12,43.0616031,-76.0968222,1,60
408413D,2023/02/08 12:39:00+00,100 BURNS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,12,43.068875,-76.092083,1,60
408415D,2023/02/08 12:46:00+00,100 MOSLEY DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,12,43.068958,-76.101331,1,60
408412D,2023/02/08 12:33:00+00,400 RIDGEWOOD DR,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Wednesday,12,43.0644431,-76.0943303,1,25
SH31365,2023/02/02 14:42:00+00,100 WALTON ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Thursday,14,43.048044,-76.153734,1,100
360047D,2023/02/07 07:21:00+00,700 IRVING AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,Tuesday,7,43.0424791,-76.1383985,1,60
360045D,2023/02/07 07:19:00+00,700 IRVING AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Adjudication Pending ,Tuesday,7,43.0424791,-76.1383985,1,25
396470D,2023/02/09 13:06:00+00,1000 EILEEN COLLINS BLVD,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Thursday,13,43.113505702811246,-76.11989651004016,1,25
396963D,2023/02/10 10:00:00+00,900 TOWNSEND ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,Friday,10,43.042628,-76.145823,1,25
374209D,2023/02/10 08:03:00+00,432 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,8,43.0454564,-76.1864672,1,60
397561D,2023/02/10 02:20:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.045219,-76.131977,1,60
397562D,2023/02/10 02:22:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.046165,-76.130835,1,60
397563D,2023/02/10 02:25:00+00,100 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.0501,-76.132145,1,60
397564D,2023/02/10 02:45:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Friday,2,43.046165,-76.130835,1,60
362797D,2023/02/10 02:03:00+00,700 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,2,43.03820535,-76.1235476067711,1,60
362798D,2023/02/10 02:07:00+00,800 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.036339,-76.125755,1,60
374255D,2023/01/30 20:27:00+00,450 ELLIS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,20,43.04575413333333,-76.11366198333333,1,60
397565D,2023/02/10 02:48:00+00,200 COMSTOCK PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.046036,-76.128904,1,60
362800D,2023/02/10 02:11:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.037936650000006,-76.12608987597199,1,60
362799D,2023/02/10 02:10:00+00,800 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,2,43.036339,-76.125755,1,60
384563D,2023/02/10 09:51:00+00,502 STATE ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Friday,9,0.0,0.0,1,25
408135D,2023/02/10 09:42:00+00,1900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,9,43.048156,-76.116946,1,25
408137D,2023/02/10 09:46:00+00,400 ELLIS ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Friday,9,43.0470968,-76.1137712,1,25
408134D,2023/02/10 09:41:00+00,1900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,9,43.048156,-76.116946,1,60
408136D,2023/02/10 09:43:00+00,1900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Friday,9,43.048156,-76.116946,1,60
408139D,2023/02/10 10:31:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Friday,10,43.018403,-76.133353,1,60
408138D,2023/02/10 10:05:00+00,300 LEXINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Friday,10,43.0469567,-76.1195798,1,25
408145D,2023/02/10 10:30:00+00,400 STINARD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Friday,10,43.029985,-76.174066,1,60
408140D,2023/02/10 10:33:00+00,100 REMINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Friday,10,43.018403,-76.133353,1,60
408122D,2023/02/07 11:30:00+00,100 JOSEPHINE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,11,43.060562,-76.145918,1,60
408121D,2023/02/07 09:05:00+00,400 THURBER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.0188813,-76.1304241,1,60
408123D,2023/02/07 11:50:00+00,100 HERBST AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,11,43.058963,-76.124309,1,25
408334D,2023/02/07 09:32:00+00,200 LORRAINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,9,43.0240809,-76.132351,1,60
408125D,2023/02/07 11:52:00+00,100 HERBST AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Tuesday,11,43.058963,-76.124309,1,25
408124D,2023/02/07 11:50:00+00,100 HERBST AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,11,43.058963,-76.124309,1,25
408129D,2023/02/07 11:59:00+00,100 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,11,43.0684852,-76.1102028,1,60
408131D,2023/02/07 12:04:00+00,100 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,12,43.0684852,-76.1102028,1,60
408335D,2023/02/07 09:32:00+00,200 LORRAINE AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,9,43.0240809,-76.132351,1,25
408130D,2023/02/07 12:02:00+00,100 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,12,43.0684852,-76.1102028,1,60
408132D,2023/02/07 12:07:00+00,200 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,12,43.066052,-76.10994,1,60
408325D,2023/02/07 09:08:00+00,1400 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.0190129,-76.1285656,1,60
408327D,2023/02/07 09:15:00+00,300 GOODRICH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.0168542,-76.1269915,1,60
408336D,2023/02/07 09:37:00+00,100 ROBERT DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,9,43.0265457,-76.1330699,1,60
408338D,2023/02/07 09:43:00+00,200 ROBERT DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.026564,-76.132219,1,60
408157D,2023/02/10 00:22:00+00,500 TOWNSEND ST N,NO PERMIT/ALL TIMES CO15-365,Paid In Full,Friday,0,43.04726312712425,-76.14573994478505,1,25
408340D,2023/02/07 09:47:00+00,200 ROBERT DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,9,43.026564,-76.132219,1,60
408342D,2023/02/07 10:16:00+00,400 EDWARDS AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,10,43.0616735,-76.1059935,1,25
408341D,2023/02/07 10:16:00+00,400 EDWARDS AVE N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,10,43.0616735,-76.1059935,1,60
408343D,2023/02/07 01:07:00+00,400 EDWARDS AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,1,43.0616735,-76.1059935,1,25
408329D,2023/02/07 14:30:00+00,200 GOODRICH AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Tuesday,14,43.0189691,-76.1271839,1,25
360046D,2023/02/07 07:21:00+00,700 IRVING AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Tuesday,7,43.0424791,-76.1383985,1,25
408328D,2023/02/07 09:16:00+00,300 GOODRICH AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Tuesday,9,43.0168542,-76.1269915,1,25
415721D,2023/02/07 01:56:00+00,100 KELLOGG ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,1,43.040437,-76.161953,1,60
408330D,2023/02/07 09:21:00+00,100 GOODRICH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.0213594,-76.1274002,1,60
415722D,2023/02/07 01:59:00+00,200 KELLOGG ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Tuesday,1,43.0396036,-76.1633567,1,0
408344D,2023/02/07 10:18:00+00,200 COLLINGWOOD AVE N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,10,43.0661403,-76.1076103,1,60
408331D,2023/02/07 09:21:00+00,100 GOODRICH AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,9,43.0213594,-76.1274002,1,60
415724D,2023/02/07 02:02:00+00,200 KELLOGG ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Tuesday,2,43.0396036,-76.1633567,1,60
415726D,2023/02/07 02:12:00+00,300 GRACE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,2,43.038495,-76.166158,1,60
408332D,2023/02/07 09:25:00+00,200 HARRIETTE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,9,43.024037,-76.130475,1,60
415723D,2023/02/07 02:01:00+00,200 KELLOGG ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,2,43.0396036,-76.1633567,1,60
395188D,2023/02/07 13:30:00+00,200 CLEVELAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,13,43.06931,-76.145775,1,60
408423D,2023/02/08 13:10:00+00,100 EDWARDS AVE S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,13,43.0683551,-76.1066495,1,60
395189D,2023/02/07 13:31:00+00,200 CLEVELAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,13,43.06931,-76.145775,1,60
395523D,2023/02/07 06:39:00+00,100 MAYAR ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,6,43.072494,-76.137066,1,60
395524D,2023/02/07 06:39:00+00,100 MAYAR ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Tuesday,6,43.072494,-76.137066,1,25
395522D,2023/02/07 06:34:00+00,900 DEWITT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,6,43.0757162,-76.07686832743396,1,60
395528D,2023/02/02 06:51:00+00,1300 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Thursday,6,43.0685943,-76.1430976,1,60
0395529D,2023/02/07 06:51:00+00,1300  BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Tuesday,6,43.0685943,-76.1430976,1,0
395527D,2023/02/07 06:51:00+00,1300  BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,6,43.0685943,-76.1430976,1,60
408416D,2023/02/08 12:47:00+00,100 MOSLEY DR,ANGLE PARKING/ALL CO15-301,Third Notice,Wednesday,12,43.068958,-76.101331,1,25
395530D,2023/02/07 06:51:00+00,1300 BUTTERNUT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,6,43.0685943,-76.1430976,1,60
408417D,2023/02/08 12:49:00+00,100 MOSLEY DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,12,43.068958,-76.101331,1,60
408426D,2023/02/08 13:18:00+00,200 ASHDALE AVE,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,Wednesday,13,43.0707957,-76.108437,1,25
48424D,2023/02/08 13:15:00+00,200 EDWARDS AVE S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Wednesday,13,43.0661983,-76.1063967,1,0
408425D,2023/02/08 13:16:00+00,200 EDWARDS AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Wednesday,13,43.0661983,-76.1063967,1,25
408421D,2023/02/08 13:07:00+00,100 EDWARDS AVE N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,13,43.0683551,-76.1066495,1,60
408427D,2023/02/08 13:23:00+00,300 LILLIAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,13,43.070709,-76.110568,1,60
408346D,2023/02/07 10:00:00+00,100 GEORGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.070494,-76.119656,1,60
408428D,2023/02/08 13:30:00+00,300 LILLIAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,13,43.070709,-76.110568,1,60
408348D,2023/02/07 10:48:00+00,100 HARDING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,10,43.0779906,-76.137908,1,60
408429D,2023/02/08 13:28:00+00,700 DUNLAP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,13,43.075717,-76.114969,1,60
408385D,2023/02/08 01:13:00+00,100 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,Wednesday,1,43.046948,-76.151286,1,25
408432D,2023/02/08 13:45:00+00,300 MERZ AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Wednesday,13,43.064098,-76.138573,1,25
408430D,2023/02/08 13:30:00+00,700 DUNLAP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,13,43.075717,-76.114969,1,60
408433D,2023/02/08 13:47:00+00,100 MERZ AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,13,43.063248,-76.13839,1,60
408435D,2023/02/08 13:48:00+00,200 HIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,13,43.0642229,-76.1404439,1,60
SH31337,2023/02/05 14:22:00+00,300  MONTGOMERY ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Sunday,14,43.0482461,-76.1495403,1,100
408436D,2023/02/08 13:48:00+00,200 HIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Wednesday,13,43.0642229,-76.1404439,1,60
408437,2023/02/08 13:55:00+00,100  HIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Wednesday,13,43.063157,-76.140379,1,0
408439D,2023/02/08 01:58:00+00,100  HIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Wednesday,1,43.063157,-76.140379,1,60
408438,2023/02/08 13:57:00+00,100 HIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Wednesday,13,43.063157,-76.140379,1,60
393343D,2023/02/07 00:28:00+00,100 GLAHN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Tuesday,0,43.0248407,-76.1538676,1,60
409282D,2023/02/07 09:38:00+00,200 WARRINGTON RD E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,Tuesday,9,42.9943332,-76.1397768,1,60
408440D,2023/02/08 14:00:00+00,1000 HIGHLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Wednesday,14,43.0604955,-76.1364326,1,60
